name,email,phone,address,experience_years,rating,popularity,accessibility,reliability,legal_issues
Raval Ltd Foundation,xrege@kulkarni-mandal.com,+912995542495,"37, Dhaliwal Chowk, Dharmavaram 093252",49,3.14,high,easy,medium,workplace_discrimination|cyber_bullying|FIR_denial
"Gaba, Kant and Sunder Foundation",benjaminnadig@khalsa-mukherjee.com,09948605627,"H.No. 31, Jani Street, Bhilwara 001515",49,4.25,low,difficult,medium,harassment|bribery_corruption|rent_eviction|child_custody
Nayak-Dixit Foundation,lbaria@srinivas.biz,05685284398,"01, Singhal Street, Surendranagar Dudhrej 928907",2,3.11,high,difficult,high,consumer_rights|domestic_violence
"Lalla, Biswas and Datta Foundation",anmol68@behl.net,2586277197,"435, Natarajan Path, Gulbarga 249323",4,3.11,medium,easy,high,FIR_denial|property_dispute|domestic_violence
Cheema Inc Foundation,zayan48@sachdev.com,+914865719939,"096, Dugal Zila, Proddatur-431459",43,4.72,medium,easy,medium,workplace_discrimination|harassment|dowry
"Kapur, Barman and Chanda Foundation",zkeer@badami.com,04784689563,"61/019, Ghosh Ganj, Deoghar-046800",35,3.24,high,moderate,high,cyber_crime|dowry
Bera Group Foundation,liam34@issac-datta.org,00461743246,"H.No. 41, Walia Nagar, Mahbubnagar 502232",37,3.28,medium,easy,medium,cyber_bullying
Shan and Sons Foundation,ishanvitank@sule.com,4569695312,"22, Padmanabhan Street, Khandwa-191314",43,4.15,medium,easy,high,cyber_crime|property_dispute|rent_eviction
Dalal Group Foundation,vansha53@mandal.net,1053604339,"10/120, Reddy Street, Rohtak 803968",29,3.91,medium,difficult,high,consumer_rights|cyber_crime|property_dispute
"Dada, Garde and Shukla Foundation",kritikasachdeva@peri-atwal.org,8660307436,"H.No. 211, Ramakrishnan Street, Sangli-Miraj & Kupwad 678587",45,4.97,medium,easy,low,cyber_bullying|dowry|child_custody|domestic_violence
Gokhale-Master Foundation,turvi18@subramaniam-nori.com,+914384535184,"21/623, Tella Circle, Kishanganj 457357",6,3.23,medium,easy,low,child_custody|bribery_corruption
"Tiwari, Karpe and Ganguly Foundation",ayushbaria@bassi.com,04476444252,"H.No. 905, Sarraf Chowk, Mathura-189903",48,3.77,medium,easy,high,bribery_corruption|FIR_denial|rent_eviction
Loyal-Vala Foundation,banjeetbalay@contractor.org,04048202576,"H.No. 270, Ram Marg, Etawah 406624",6,4.99,high,moderate,high,workplace_discrimination|cyber_bullying|bribery_corruption|child_custody
Mohan-Minhas Foundation,iagrawal@sathe.com,6309296767,"H.No. 40, Shah Ganj, Panipat-616594",19,3.67,high,moderate,high,cyber_crime|child_custody|labor_rights_violation|rent_eviction
"Walla, Ben and Choudhary Foundation",zraju@prasad.net,9326165390,"H.No. 79, Prakash Ganj, Gudivada 696070",46,3.84,high,moderate,high,cyber_bullying
Mishra-Varghese Foundation,oparikh@bir-nadkarni.com,+913106271909,"488, Prashad Nagar, Dibrugarh 569312",9,4.45,medium,easy,low,FIR_denial
Mammen-Nayar Foundation,ddixit@roy.com,5343237527,"551, Dasgupta Marg, Bhimavaram 910892",35,4.49,high,moderate,low,child_custody
"Hegde, Mahajan and Palla Foundation",kamyachad@pathak.com,2610494393,"82/652, Issac Chowk, Bhiwani-650508",29,3.23,medium,difficult,low,consumer_rights|harassment|workplace_discrimination|labor_rights_violation
Nagarajan-Mall Foundation,bpatla@nigam.com,5174219299,"13/336, Toor Chowk, Bally-351545",25,4.53,high,easy,high,labor_rights_violation
Pandya-Dalal Foundation,kallawilliam@chakrabarti.com,4637894490,"13/16, Zachariah, Karimnagar 486369",39,3.01,high,easy,low,domestic_violence|bribery_corruption|child_custody
Jayaraman and Sons Foundation,kpalla@oommen.org,4810825459,"H.No. 537, Hans Ganj, Bhopal 677231",13,3.21,low,moderate,low,property_dispute|workplace_discrimination|bribery_corruption
"Mammen, Bala and Bhatia Foundation",jasonvarma@kashyap-bains.org,1616242923,"295, Bobal Zila, Sultan Pur Majra-520264",44,3.45,low,easy,high,dowry
"Lalla, Borah and Toor Foundation",gaurav11@thaker.com,08686882956,"62/832, Swamy Chowk, Chandrapur 184823",50,3.44,high,moderate,medium,consumer_rights|rent_eviction|property_dispute
Mody-Randhawa Foundation,vermamanya@dyal.com,2510664566,"H.No. 161, Ramaswamy Path, Ahmedabad-662838",49,4.65,high,difficult,low,cyber_bullying
Rama Ltd Foundation,pahal80@sachdeva.com,03271295069,"23, Aggarwal Nagar, Korba 736055",49,3.0,medium,moderate,medium,bribery_corruption|child_custody|dowry
Mall LLC Foundation,sanivrinda@kannan.net,7580577555,"06, Dhaliwal Chowk, Hazaribagh-207053",34,4.18,high,easy,low,cyber_crime|harassment|dowry
Sehgal Ltd Foundation,balendrahans@parsa.net,9366887585,"92, Chacko Zila, Bhusawal 915400",22,3.49,high,moderate,high,consumer_rights
Pandey-Dua Foundation,sawhneybachittar@toor-karnik.com,5785803277,"H.No. 757, Sama Ganj, Amroha 480016",32,4.62,high,moderate,low,rent_eviction|dowry|bribery_corruption|property_dispute
Dani-Behl Foundation,isaiahramakrishnan@konda.com,02010103216,"39/97, Varkey Chowk, Pune-057821",9,3.03,low,moderate,high,cyber_crime|domestic_violence|property_dispute|harassment
Gala-Hegde Foundation,abdul30@chhabra.biz,00982546449,"647, Varty Nagar, Suryapet-170499",35,3.96,medium,moderate,low,rent_eviction|child_custody|consumer_rights|dowry
"Bhat, Seth and Sampath Foundation",chaitaly74@kant.net,06609450576,"48, Mann Road, Rajpur Sonarpur 697592",1,4.16,medium,difficult,high,consumer_rights|labor_rights_violation|cyber_bullying|child_custody
"Dara, Mallick and Taneja Foundation",manyagoda@tandon-varughese.info,00556389528,"H.No. 654, Vohra Circle, Panihati-428857",37,3.28,low,difficult,low,domestic_violence|cyber_crime|property_dispute
"Vora, Parmar and Jha Foundation",hbora@deshmukh-patla.com,+912860095725,"82, Desai Nagar, Jalandhar-431430",38,3.99,low,moderate,medium,labor_rights_violation
Chaudhari Group Foundation,murtydiya@memon.com,6809654850,"H.No. 38, Brahmbhatt Zila, Mirzapur 406640",2,4.54,high,difficult,low,cyber_crime|harassment
"Panchal, Kade and Pandey Foundation",hemakrishnamurthy@badal.com,08959431591,"28/563, Thakur Nagar, Srinagar-010789",37,3.39,high,moderate,high,dowry
Banerjee-Kurian Foundation,xsheth@rama.com,01352969491,"H.No. 27, Narayan Street, Kulti 309399",9,3.56,high,easy,high,labor_rights_violation
Parmer LLC Foundation,sbumb@keer.com,04233455253,"54, Raghavan Ganj, Pudukkottai 695060",3,4.4,medium,difficult,low,cyber_bullying|bribery_corruption
"Uppal, Raju and Dube Foundation",bakhshi96@goyal.org,8523450249,"H.No. 636, Banik Street, Guntakal-645047",35,4.47,high,easy,low,child_custody|consumer_rights
Bera-Parikh Foundation,bhagatbrinda@sule.net,02128585912,"94/67, Goda Ganj, Ghaziabad 162148",2,3.36,high,moderate,medium,harassment
Shah and Sons Foundation,libnikota@mital.com,+913727905960,"H.No. 334, Ramakrishnan, Pali 131802",27,3.38,low,easy,low,FIR_denial|child_custody|cyber_crime
Kala Ltd Foundation,orinder19@guha-kapadia.com,1624301027,"471, Kashyap Street, Machilipatnam 575720",2,3.42,medium,moderate,medium,cyber_crime|property_dispute|harassment
Gopal and Sons Foundation,ishanvisunder@oza.com,+910156308906,"90/79, Bansal Zila, Shimla 326305",34,3.54,low,moderate,low,consumer_rights|labor_rights_violation
Banik-Apte Foundation,dubeojasvi@khatri.biz,7791996917,"H.No. 44, Kapadia Marg, Ramagundam-471511",21,3.06,high,easy,medium,rent_eviction|workplace_discrimination|cyber_crime
Deo Ltd Foundation,prakashvyanjana@mishra.com,06472744995,"H.No. 11, Sur, Allahabad-333618",27,3.58,high,easy,medium,labor_rights_violation|harassment|child_custody|bribery_corruption
"Sangha, Pillai and Johal Foundation",lila19@kohli.com,6299983077,"59/164, Modi Circle, Rourkela-743852",29,4.56,medium,easy,low,cyber_crime
Barman-Prasad Foundation,walilopa@buch.com,+911876043638,"52, Warrior Chowk, Shahjahanpur 465412",40,4.15,high,difficult,medium,property_dispute|domestic_violence|cyber_bullying|workplace_discrimination
Sem Inc Foundation,damini65@bhalla.info,+914220140598,"092, Jayaraman Street, Sambalpur 305359",35,4.48,high,easy,high,consumer_rights|workplace_discrimination
Doctor Ltd Foundation,nairwridesh@solanki-mannan.info,07406103677,"40/76, Gara Path, Sri Ganganagar 761455",8,3.17,medium,moderate,high,workplace_discrimination|bribery_corruption|dowry
Master-Wason Foundation,ajoshi@dalal-bala.com,02973479051,"31/76, Gaba, Panipat-042732",15,3.3,low,difficult,low,workplace_discrimination|child_custody|dowry
Savant-Mangat Foundation,ykalla@mane.net,0803816100,"H.No. 302, Kari Nagar, Katni 305280",24,3.49,medium,easy,high,harassment|domestic_violence|labor_rights_violation
Deshpande-Chopra Foundation,kalatanish@keer-parsa.com,2026608921,"H.No. 541, Mistry Path, Sultan Pur Majra 221929",41,3.6,medium,easy,high,cyber_bullying|property_dispute
"Bedi, Saraf and Kari Foundation",somharinakshi@pant-thakur.com,0175892097,"72/882, Venkataraman Nagar, Karaikudi 054168",48,4.79,medium,moderate,low,cyber_bullying|FIR_denial
Goyal Ltd Foundation,nandinikhalsa@saha.com,08717293528,"83/51, Sule, Mau-710897",16,3.62,high,moderate,high,labor_rights_violation|property_dispute|consumer_rights|workplace_discrimination
Vala-Sahni Foundation,ramanathankrisha@oommen-lad.org,3559744537,"17/943, Grewal Chowk, Muzaffarpur-389170",3,4.7,high,difficult,medium,cyber_bullying
Golla Ltd Foundation,mittalzaid@chhabra.net,3731448610,"61/49, Roy Street, Begusarai 887772",35,3.85,medium,difficult,high,rent_eviction|cyber_crime
Borah-Din Foundation,kkota@chokshi-subramaniam.com,7854002409,"563, Pillai Street, Hapur-648986",49,3.82,low,easy,high,labor_rights_violation
Mitter-Bhargava Foundation,bdey@natarajan.biz,3803244132,"H.No. 766, Bhargava, Nangloi Jat-826944",23,4.06,low,moderate,low,dowry|consumer_rights|cyber_bullying
"Kashyap, Halder and Ramaswamy Foundation",mandalwakeeta@srinivas.com,0454612095,"17/461, Vyas Marg, Udaipur 024256",10,4.02,high,easy,low,harassment
Dewan LLC Foundation,bhattutkarsh@kumar.com,+918572557055,"905, Doctor Zila, Nizamabad 439609",7,4.84,high,difficult,high,rent_eviction|FIR_denial|bribery_corruption|cyber_crime
D’Alia Inc Foundation,chandranbhandari@arya.info,+913533270676,"H.No. 786, Bal, Panipat 995032",8,3.27,low,easy,low,domestic_violence|rent_eviction|property_dispute|bribery_corruption
Acharya and Sons Foundation,pranavdhingra@mandal.com,8176665222,"958, Naik, Kottayam 003068",17,3.61,low,difficult,medium,dowry
Tailor-Oza Foundation,dugaryashica@jha-kata.com,7918255473,"H.No. 99, Sagar Road, Gandhinagar-503323",7,4.53,low,moderate,low,consumer_rights|harassment
"Kapoor, Sachdev and Palla Foundation",xalakpillai@randhawa.com,09991731590,"32, Bir Path, Ulhasnagar-826387",1,3.9,high,easy,low,cyber_crime
Chokshi-Dash Foundation,ayush64@mahal.net,04320767886,"50/31, Narayan Circle, Kulti-363299",30,3.01,low,easy,low,domestic_violence|consumer_rights|FIR_denial|child_custody
Babu LLC Foundation,yash02@kadakia-borra.org,09182252934,"87, Kannan, Etawah 529958",27,4.63,low,easy,high,labor_rights_violation|cyber_crime|domestic_violence|FIR_denial
"Tak, Gala and Wable Foundation",jai00@vora.com,8788048107,"90/726, Hayer Circle, Bhind 532085",10,3.36,high,easy,medium,domestic_violence|property_dispute
"Ramesh, Mahajan and Varughese Foundation",khannaanusha@hayer.org,+915215318057,"H.No. 743, Basak Road, Mangalore-158740",40,4.81,medium,difficult,medium,labor_rights_violation|FIR_denial|cyber_bullying
Deshmukh Group Foundation,rauurvashi@panchal.net,3507841117,"H.No. 32, Tella Ganj, Kurnool-651707",3,3.82,low,difficult,low,property_dispute|FIR_denial|cyber_crime
"Choudhry, Vig and Batta Foundation",ddhar@chaudhry.com,+919583901423,"14/744, Kothari, Tumkur-064907",6,3.62,medium,difficult,high,harassment
Bose-Tailor Foundation,aryanben@sachdeva.com,+919967265927,"37, Mallick Street, Bharatpur 240774",41,4.23,high,moderate,high,rent_eviction|child_custody|property_dispute|cyber_crime
Trivedi Group Foundation,tellachavvi@master.info,02085520637,"H.No. 177, Badami Path, Bettiah-738732",23,4.75,low,easy,low,domestic_violence|child_custody
"Vaidya, D’Alia and Mody Foundation",aayush21@prabhu.com,06921745094,"12/040, Thaman Path, Muzaffarpur 749528",18,4.11,high,difficult,high,child_custody|domestic_violence
Ganesh-Chaudhuri Foundation,reddyyatin@chada.com,+910089756023,"03/272, Thakkar Marg, Imphal 911918",23,4.82,medium,easy,medium,bribery_corruption|rent_eviction
Prasad PLC Foundation,urviradhakrishnan@nigam.com,6844637384,"H.No. 03, Borah, Jalna 708947",27,4.16,medium,moderate,low,bribery_corruption|rent_eviction|cyber_crime
"Mammen, Dyal and Lad Foundation",kram@de.net,+913778808391,"49/285, Tella Ganj, Rampur-614035",22,3.21,medium,difficult,medium,labor_rights_violation
Batra-Muni Foundation,maya43@doshi.com,00848745413,"456, Cheema, Bangalore-818180",41,3.7,high,moderate,high,bribery_corruption|domestic_violence|cyber_bullying
Chacko-Parekh Foundation,idave@kulkarni-baria.net,03916054542,"677, Chandran Zila, Thiruvananthapuram-936201",9,4.86,medium,easy,high,cyber_bullying|consumer_rights
Nori Ltd Foundation,wradhakrishnan@natt.com,3248063786,"85/559, Madan Street, Jaipur-724694",31,4.44,low,difficult,high,domestic_violence|child_custody|workplace_discrimination|harassment
Sahota-Kari Foundation,sbora@boase.com,08624936165,"H.No. 938, Mangal Circle, Karaikudi-086159",45,3.35,low,easy,medium,harassment
Bahl Group Foundation,anjalishan@sharma.org,+913819870364,"H.No. 450, Bandi Nagar, Ambala 833303",13,3.02,medium,easy,medium,cyber_crime
Chaudry LLC Foundation,jyotichawla@borra.com,05072776205,"326, Rao Ganj, Shimla-765802",24,4.02,high,moderate,high,FIR_denial
Morar and Sons Foundation,patilsamaksh@gara.biz,6053268449,"73, Narasimhan Chowk, Gorakhpur-866505",29,3.45,low,difficult,high,labor_rights_violation|cyber_bullying|FIR_denial
Zacharia PLC Foundation,mlall@batra-taneja.biz,02753788315,"03/33, Maharaj, Rewa-116719",31,4.47,low,moderate,low,FIR_denial|cyber_bullying|harassment|rent_eviction
Handa Group Foundation,gabrielsarraf@singh.com,+910650816254,"315, Sahota Circle, Pondicherry 959701",25,3.34,high,difficult,high,dowry|workplace_discrimination
Nayak and Sons Foundation,edwindaksh@ganguly.com,05106213585,"68/69, Menon Ganj, Latur-277997",38,4.53,medium,difficult,low,dowry|domestic_violence|consumer_rights
Chaudhry-Jaggi Foundation,hemangini01@setty-nath.info,8337678319,"91, Rajan Marg, Dharmavaram-323268",24,3.66,medium,easy,medium,bribery_corruption|harassment|cyber_bullying
"Bhatnagar, Chad and Setty Foundation",wbasu@sarma.net,04493119937,"153, Nanda, Warangal 292516",26,4.93,medium,moderate,medium,dowry
Bajaj-Rai Foundation,fsingh@lata.com,01705702685,"04/78, Viswanathan Road, Udaipur 540577",48,3.22,medium,easy,low,FIR_denial|rent_eviction|consumer_rights
Pillai PLC Foundation,dsule@deo.com,3682967284,"78/67, Mammen Marg, Lucknow 888604",26,3.21,low,easy,low,FIR_denial|harassment
"Bava, Chaudhari and Ben Foundation",netrarout@borah.com,+919337574352,"31, Chander Circle, Ramagundam 209535",27,3.82,high,easy,high,dowry|consumer_rights|cyber_crime
"Srivastava, Issac and Bhatia Foundation",kaleabdul@sangha.info,+912559276981,"85, Vyas Marg, Proddatur-816108",12,4.66,high,difficult,medium,domestic_violence|harassment
Brar-Bakshi Foundation,dugalanjali@agarwal.com,+916086012207,"H.No. 861, Walia Street, Eluru 263079",27,3.77,low,easy,low,cyber_bullying
Pant-Bath Foundation,gaurangi04@srinivasan.com,+917836284029,"10/41, Bobal Path, Haldia-585524",5,3.56,low,difficult,high,FIR_denial
Sama-Swaminathan Foundation,gokhaleamara@gupta-gokhale.info,02483204179,"15, Sahota Circle, Kishanganj 554532",16,3.9,medium,easy,high,property_dispute|workplace_discrimination|FIR_denial|dowry
Dua-Dhillon Foundation,yatintara@mitter.org,6823570002,"14/58, Parekh Road, Jaunpur 991626",17,4.62,low,easy,low,cyber_bullying|cyber_crime|FIR_denial|dowry
Choudhary-Munshi Foundation,ladlidixit@kumer.com,+910319978011,"67/926, Bali Road, Katihar 261900",5,3.02,low,easy,medium,cyber_bullying|consumer_rights|harassment
Memon-Pai Foundation,oliver29@chana-sekhon.biz,05618009594,"10/653, Grover Chowk, Hazaribagh-838949",35,4.23,high,moderate,low,consumer_rights
Gokhale-Sandal Foundation,barkha63@morar.com,00232759770,"438, Parsa Chowk, Medininagar-577910",14,4.38,high,easy,high,child_custody|FIR_denial
Yogi-Din Foundation,vasatikapai@sur.com,08262218956,"H.No. 507, Sule Path, Alappuzha 127154",11,3.85,low,difficult,low,harassment|consumer_rights|property_dispute
Sani-Arora Foundation,yoshitabal@sastry-mishra.com,+913305854372,"H.No. 66, Misra Circle, Bhavnagar 785312",10,3.82,high,difficult,medium,dowry|labor_rights_violation|domestic_violence|rent_eviction
Chahal-Bandi Foundation,wshanker@borah.com,4692739318,"71, Gala Nagar, Surat-737011",20,4.92,medium,difficult,low,cyber_bullying|bribery_corruption|property_dispute
"Minhas, Gala and Lad Foundation",framaswamy@bora-gandhi.info,+918412448726,"25/30, Mangat Chowk, Surendranagar Dudhrej-743481",9,4.74,medium,difficult,medium,dowry|workplace_discrimination|harassment|consumer_rights
"Sarma, Gokhale and Pandey Foundation",ochandran@manne.info,6049530935,"73, Bhattacharyya Marg, Amaravati-415498",35,4.88,low,easy,low,rent_eviction|FIR_denial
Nazareth-Talwar Foundation,mangalrohan@ratti-walia.biz,+919567619176,"28, Agarwal Street, Mumbai 895974",10,3.5,low,moderate,high,property_dispute
Dyal-Chandran Foundation,chaitalysamra@nath.com,+917324244344,"H.No. 263, Cheema Ganj, Ambarnath-863185",14,4.29,low,moderate,low,FIR_denial|property_dispute|domestic_violence|cyber_crime
"Pandit, Balakrishnan and Pandya Foundation",anamika58@raghavan.biz,04557333659,"847, Sodhi Street, Korba 193838",36,3.44,medium,moderate,high,FIR_denial|child_custody|harassment
Sen-Varty Foundation,sai56@dalal.biz,06865807258,"76, Narasimhan Path, Kollam 729665",26,4.88,medium,moderate,medium,cyber_bullying
Sura-Yogi Foundation,bahrinitesh@tandon.com,05647084896,"03, Dugar Street, Phagwara 268818",27,4.04,medium,easy,high,consumer_rights|harassment
Chand and Sons Foundation,bhattjyoti@chawla.info,00949166612,"25/137, Raja Path, Bijapur-200087",46,3.75,medium,difficult,medium,bribery_corruption
Barad Group Foundation,nicholas10@gandhi.org,04244441427,"480, Wadhwa Circle, Etawah 830222",42,3.6,medium,easy,medium,rent_eviction|property_dispute|consumer_rights
Sura Group Foundation,harish21@sibal-vyas.com,2839681902,"17/439, Batta Path, Saharsa 452345",24,3.54,low,moderate,high,child_custody|property_dispute|workplace_discrimination
Boase-Mishra Foundation,aayush54@kala.com,1959679434,"29, Ranganathan Road, Bhusawal-524426",36,3.41,high,moderate,low,harassment
Tripathi PLC Foundation,forumhalder@banik.com,9242435116,"29, Walla Chowk, Bikaner-743124",9,4.77,high,easy,low,rent_eviction
